,CD14 Mono,CD16 Mono,cDC2,pDC
0,0.9781818181818183,0.92,0.9130434782608696,1.0
1,0.984182776801406,0.9113924050632912,0.9387755102040817,0.9411764705882353
2,0.9803220035778176,0.9306930693069307,0.8749999999999999,1.0
3,0.9857651245551601,0.924731182795699,0.9444444444444444,0.9565217391304348
4,0.9723756906077348,0.9043478260869565,0.8749999999999999,1.0
5,0.977152899824253,0.9230769230769231,0.8636363636363636,1.0
6,0.9837837837837838,0.9494949494949495,0.9,1.0
7,0.9752650176678446,0.9462365591397849,0.7906976744186046,1.0
8,0.9808695652173912,0.9111111111111111,0.9142857142857143,1.0
9,0.9823943661971831,0.9148936170212766,0.875,0.9
10,0.9864864864864865,0.9268292682926829,0.9285714285714286,1.0
11,0.9756944444444444,0.9230769230769231,0.7647058823529411,0.923076923076923
12,0.9823943661971831,0.9574468085106383,0.8333333333333334,1.0
13,0.9837837837837837,0.9272727272727271,0.9375,0.9411764705882353
14,0.9807355516637478,0.9459459459459458,0.8235294117647057,0.888888888888889
15,0.9767441860465115,0.9130434782608695,0.8837209302325583,1.0
16,0.9734513274336283,0.9454545454545454,0.7567567567567568,1.0
17,0.9856115107913669,0.9333333333333333,0.967741935483871,1.0
18,0.9725085910652922,0.875,0.8421052631578948,1.0
19,0.9822064056939502,0.9504950495049505,0.8571428571428571,1.0
20,0.9846153846153847,0.9473684210526315,0.888888888888889,1.0
21,0.9768270944741532,0.9400000000000001,0.7333333333333334,0.9565217391304348
22,0.9840707964601769,0.9494949494949494,0.8571428571428572,0.9333333333333333
23,0.9826989619377162,0.962962962962963,0.7777777777777778,0.9473684210526316
24,0.9750889679715302,0.897196261682243,0.875,0.923076923076923
25,0.974910394265233,0.9090909090909091,0.8510638297872339,0.9523809523809523
26,0.9733570159857904,0.8461538461538461,0.875,0.88
27,0.9907578558225507,0.962962962962963,0.9629629629629629,0.9090909090909091
28,0.9776247848537006,0.8974358974358975,0.8235294117647058,0.9523809523809523
29,0.974820143884892,0.9047619047619048,0.8205128205128205,0.9714285714285714
30,0.9751434034416827,0.920353982300885,0.9206349206349207,0.9333333333333333
31,0.9859649122807017,0.9574468085106383,0.888888888888889,1.0
32,0.9914821124361158,0.9736842105263158,0.9090909090909091,1.0
33,0.9813242784380305,0.9230769230769231,0.7777777777777778,1.0
34,0.9737302977232924,0.8837209302325582,0.8749999999999999,0.888888888888889
35,0.9860627177700347,0.9514563106796117,0.888888888888889,1.0
36,0.9773913043478261,0.8780487804878049,0.9361702127659575,1.0
37,0.980108499095841,0.9032258064516129,0.9583333333333334,1.0
38,0.975,0.9176470588235294,0.7999999999999999,0.9655172413793104
39,0.9842381786339754,0.9367088607594937,0.92,1.0
40,0.9714285714285714,0.8602150537634408,0.9142857142857143,1.0
41,0.9858156028368794,0.9268292682926829,0.918918918918919,0.967741935483871
42,0.9845626072041167,0.9210526315789475,0.8888888888888888,0.9473684210526316
43,0.9773123909249563,0.8936170212765957,0.9142857142857143,1.0
44,0.9735849056603774,0.9454545454545454,0.8400000000000001,1.0
45,0.9754385964912281,0.9347826086956522,0.7142857142857143,1.0
46,0.9790209790209791,0.9230769230769231,0.8695652173913044,1.0
47,0.9837837837837837,0.968421052631579,0.8636363636363636,1.0
48,0.9786476868327402,0.9090909090909091,0.8979591836734693,1.0
49,0.9828178694158075,0.942528735632184,0.823529411764706,0.9090909090909091
50,0.979310344827586,0.942528735632184,0.8,1.0
51,0.9910554561717352,0.9607843137254902,0.9473684210526315,0.9333333333333333
52,0.9872495446265939,0.9411764705882353,0.9655172413793104,1.0
53,0.982078853046595,0.9387755102040817,0.7999999999999999,0.9285714285714286
54,0.9751773049645389,0.9425287356321839,0.7916666666666667,0.9333333333333333
55,0.9929824561403509,0.9565217391304348,1.0,1.0
56,0.9872958257713249,0.967741935483871,0.9130434782608695,1.0
57,0.9838420107719928,0.9629629629629629,0.8695652173913043,1.0
58,0.972875226039783,0.8823529411764706,0.9230769230769231,1.0
59,0.9890109890109892,0.961038961038961,0.9433962264150944,1.0
60,0.993006993006993,0.963855421686747,0.9696969696969697,1.0
61,0.9770723104056437,0.8915662650602411,0.9047619047619047,1.0
62,0.9744525547445256,0.8979591836734694,0.8837209302325582,0.9600000000000001
63,0.9754385964912281,0.9213483146067417,0.7878787878787877,1.0
64,0.9765765765765766,0.9024390243902439,0.8979591836734693,1.0
65,0.9799635701275046,0.923076923076923,0.9285714285714286,1.0
66,0.972972972972973,0.9069767441860465,0.8679245283018867,1.0
67,0.9721254355400697,0.8705882352941177,0.8837209302325582,1.0
68,0.9787234042553191,0.8636363636363636,1.0,1.0
69,0.9842381786339756,0.9462365591397849,0.8571428571428572,0.9333333333333333
70,0.9778534923339012,0.8484848484848485,0.9090909090909091,0.9411764705882353
71,0.9752650176678446,0.9090909090909091,0.7857142857142857,0.9523809523809523
72,0.9891696750902527,0.9484536082474228,0.9777777777777777,1.0
73,0.9715302491103203,0.8571428571428571,0.888888888888889,1.0
74,0.9775474956822107,0.9210526315789473,0.8571428571428571,1.0
75,0.9822695035460993,0.9213483146067416,0.9189189189189189,1.0
76,0.9787234042553191,0.9166666666666667,0.8999999999999999,1.0
77,0.976491862567812,0.9195402298850575,0.8571428571428572,0.9600000000000001
78,0.9748201438848921,0.918918918918919,0.8648648648648648,1.0
79,0.9817518248175182,0.9747899159663865,0.7499999999999999,0.9333333333333333
80,0.9686924493554329,0.8761904761904761,0.8780487804878048,0.9600000000000001
81,0.9763513513513513,0.8941176470588236,0.7692307692307692,0.9090909090909091
82,0.9802513464991023,0.9411764705882353,0.8474576271186439,0.9333333333333333
83,0.9820143884892085,0.9565217391304348,0.8108108108108109,0.9655172413793104
84,0.9842931937172774,0.9361702127659575,0.9032258064516129,1.0
85,0.9808695652173912,0.9397590361445783,0.8235294117647058,1.0
86,0.9826989619377162,0.9411764705882352,0.8648648648648649,1.0
87,0.9837251356238699,0.9647058823529412,0.8928571428571429,1.0
88,0.9783393501805054,0.9375000000000001,0.7999999999999999,0.9655172413793104
89,0.9897959183673468,0.9620253164556962,0.918918918918919,1.0
90,0.984070796460177,0.9583333333333333,0.8571428571428571,1.0
91,0.9895104895104895,0.9565217391304347,0.9411764705882353,1.0
92,0.979381443298969,0.9367088607594937,0.787878787878788,1.0
93,0.9764918625678121,0.9090909090909091,0.9090909090909091,1.0
94,0.9742710120068611,0.8674698795180722,0.8484848484848485,0.9333333333333333
95,0.9703315881326353,0.8607594936708861,0.8636363636363635,1.0
96,0.9893992932862191,0.9555555555555556,0.9032258064516129,0.962962962962963
97,0.979890310786106,0.9195402298850575,0.9285714285714286,1.0
98,0.9844559585492229,0.9111111111111111,0.962962962962963,1.0
99,0.9749999999999999,0.8865979381443299,0.8823529411764706,0.9565217391304348
100,0.978494623655914,0.9130434782608695,0.9047619047619047,1.0
101,0.9784172661870504,0.9183673469387755,0.9130434782608696,1.0
102,0.9896193771626298,0.963855421686747,0.8717948717948718,0.8571428571428571
103,0.9753521126760563,0.9019607843137255,0.8,0.9473684210526316
104,0.9844020797227035,0.945054945054945,0.888888888888889,1.0
105,0.9856115107913669,0.9473684210526316,0.9333333333333333,1.0
106,0.9895104895104896,0.9574468085106383,0.9090909090909091,0.9333333333333333
107,0.9868173258003766,0.9714285714285714,0.912280701754386,0.9523809523809523
108,0.9773123909249564,0.8831168831168831,0.9,1.0
109,0.976234003656307,0.9090909090909092,0.8695652173913043,0.9696969696969697
110,0.9808695652173913,0.9069767441860465,0.9,0.923076923076923
111,0.9857651245551601,0.9278350515463918,0.975609756097561,1.0
112,0.9875222816399288,0.9555555555555556,0.9199999999999999,0.923076923076923
113,0.9803921568627452,0.9215686274509804,0.9142857142857143,1.0
114,0.9727891156462585,0.8378378378378378,0.8484848484848485,0.9473684210526316
115,0.9797421731123388,0.9245283018867925,0.8823529411764706,0.967741935483871
116,0.9810671256454389,0.8941176470588236,0.918918918918919,0.9090909090909091
117,0.9901315789473685,0.9259259259259259,0.9523809523809523,1.0
118,0.9834254143646408,0.9484536082474226,0.923076923076923,1.0
119,0.9769094138543516,0.9199999999999999,0.7692307692307692,0.9600000000000001
120,0.9803921568627451,0.9176470588235294,0.9166666666666666,1.0
121,0.9881956155143339,0.9565217391304348,0.8823529411764706,1.0
122,0.9881154499151104,0.9846153846153847,0.85,1.0
123,0.9768270944741533,0.8941176470588236,0.8749999999999999,0.9
124,0.9750889679715302,0.8913043478260869,0.8979591836734695,0.9090909090909091
125,0.9738219895287958,0.8842105263157894,0.8823529411764706,1.0
126,0.981067125645439,0.9069767441860465,0.8823529411764706,0.923076923076923
127,0.9769094138543517,0.9213483146067416,0.7894736842105262,0.9166666666666666
128,0.9828767123287672,0.9545454545454546,0.7272727272727272,1.0
129,0.9823943661971831,0.9195402298850575,0.9032258064516129,1.0
130,0.9840707964601769,0.9263157894736843,0.9473684210526315,1.0
131,0.9823943661971831,0.896551724137931,0.9767441860465117,1.0
132,0.9878682842287696,0.9855072463768115,0.8928571428571429,1.0
133,0.9821428571428571,0.9199999999999999,0.9375,1.0
134,0.9931506849315068,0.9565217391304348,0.9583333333333334,0.923076923076923
135,0.9745454545454545,0.8865979381443299,0.9411764705882353,1.0
136,0.9841827768014059,0.9382716049382716,0.8947368421052632,1.0
137,0.979310344827586,0.955223880597015,0.823529411764706,1.0
138,0.9917627677100495,0.955223880597015,0.8799999999999999,0.9333333333333333
139,0.979020979020979,0.9183673469387755,0.8823529411764706,1.0
140,0.9844559585492229,0.9156626506024096,0.918918918918919,0.9333333333333333
141,0.9809358752166377,0.9743589743589743,0.7428571428571429,1.0
142,0.9911190053285969,0.9473684210526315,1.0,1.0
143,0.9825174825174825,0.9268292682926829,0.6956521739130435,0.9189189189189189
144,0.9806678383128296,0.924731182795699,0.9047619047619048,1.0
145,0.9842381786339754,0.9411764705882352,0.8484848484848485,0.9600000000000001
146,0.9861591695501729,0.942528735632184,0.9,0.888888888888889
147,0.9803220035778175,0.9213483146067417,0.8936170212765958,0.9473684210526316
148,0.9724137931034483,0.9090909090909092,0.8095238095238095,1.0
149,0.9798657718120806,0.9,0.8148148148148148,0.9090909090909091
150,0.9652777777777778,0.8865979381443299,0.7096774193548387,1.0
151,0.9855595667870035,0.9607843137254902,0.8947368421052632,1.0
152,0.9764065335753176,0.8979591836734694,0.8947368421052632,0.962962962962963
153,0.9754385964912281,0.8817204301075268,0.9090909090909091,1.0
154,0.9873417721518988,0.9494949494949494,0.9500000000000001,1.0
155,0.9790940766550522,0.9534883720930233,0.8260869565217392,1.0
156,0.9788732394366197,0.9367088607594937,0.8510638297872342,1.0
157,0.9846153846153847,0.9195402298850575,0.923076923076923,1.0
158,0.9819494584837545,0.9052631578947369,0.9545454545454546,0.9523809523809523
159,0.9710144927536232,0.8799999999999999,0.9090909090909091,1.0
160,0.98292220113852,0.9454545454545454,0.9433962264150944,1.0
161,0.9838998211091236,0.9565217391304348,0.878048780487805,1.0
162,0.9855072463768116,0.9523809523809524,0.918918918918919,1.0
163,0.9765886287625419,0.8732394366197183,0.8387096774193549,1.0
164,0.9752650176678446,0.9052631578947369,0.8484848484848484,1.0
165,0.993103448275862,0.967741935483871,0.9523809523809523,1.0
166,0.9782608695652174,0.888888888888889,0.975609756097561,1.0
167,0.9769911504424779,0.8837209302325582,0.9387755102040816,1.0
168,0.9803921568627451,0.9318181818181818,0.896551724137931,0.8571428571428571
169,0.9795221843003413,0.9176470588235294,0.7407407407407408,0.8750000000000001
170,0.9785714285714285,0.9473684210526315,0.7804878048780487,0.972972972972973
171,0.9746192893401014,0.8674698795180724,0.7777777777777778,1.0
172,0.9855595667870035,0.9791666666666666,0.888888888888889,1.0
173,0.9768211920529801,0.8484848484848486,0.8,0.9473684210526316
174,0.986159169550173,0.9374999999999999,0.9166666666666666,1.0
175,0.9802513464991023,0.8735632183908046,0.9600000000000001,0.9
176,0.9808027923211169,0.9500000000000001,0.7906976744186046,0.888888888888889
177,0.9844020797227037,0.9333333333333333,0.85,0.9090909090909091
178,0.98292220113852,0.9591836734693877,0.830188679245283,0.888888888888889
179,0.9823943661971831,0.9176470588235294,0.9047619047619048,0.9473684210526316
180,0.9750889679715302,0.9052631578947369,0.878048780487805,1.0
181,0.9739130434782608,0.8915662650602411,0.8636363636363636,1.0
182,0.9810017271157168,0.8988764044943819,0.9375,1.0
183,0.9845094664371772,0.9047619047619048,0.9714285714285714,1.0
184,0.9911504424778762,0.9642857142857143,0.9166666666666666,0.923076923076923
185,0.9804618117229129,0.9148936170212766,0.8947368421052632,0.9473684210526316
186,0.9778534923339012,0.8615384615384616,0.9,1.0
187,0.9649122807017544,0.8181818181818182,0.9090909090909091,1.0
188,0.9695885509838998,0.9302325581395349,0.75,0.9523809523809523
189,0.9844559585492229,0.935064935064935,0.8205128205128205,0.8421052631578948
190,0.9761092150170648,0.8571428571428572,0.8947368421052632,1.0
191,0.9797421731123389,0.9494949494949495,0.8928571428571428,1.0
192,0.9787985865724382,0.9032258064516129,0.8695652173913044,1.0
193,0.9914529914529915,0.9859154929577464,0.8947368421052632,1.0
194,0.9733570159857904,0.8941176470588236,0.8750000000000001,1.0
195,0.9858156028368794,0.9215686274509804,0.9696969696969697,0.9333333333333333
196,0.9840707964601769,0.9473684210526316,0.8571428571428572,0.9473684210526316
197,0.9805996472663139,0.9215686274509803,0.9189189189189189,1.0
198,0.9843478260869565,0.9743589743589743,0.8444444444444444,1.0
199,0.9788732394366197,0.8717948717948718,0.9523809523809523,1.0
200,0.9822695035460993,0.9500000000000001,0.8636363636363636,1.0
201,0.9824561403508772,0.9333333333333333,0.8571428571428571,1.0
202,0.9777015437392795,0.8913043478260869,0.8695652173913044,1.0
203,0.9817518248175183,0.924731182795699,0.9333333333333333,1.0
204,0.984182776801406,0.9069767441860465,0.9714285714285714,1.0
205,0.9806678383128296,0.9111111111111112,0.9142857142857143,1.0
206,0.9787985865724382,0.9113924050632911,0.8936170212765957,1.0
207,0.985663082437276,0.9433962264150944,0.9032258064516129,0.9473684210526316
208,0.9846153846153847,0.9565217391304348,0.8095238095238095,0.888888888888889
209,0.986013986013986,0.9787234042553191,0.823529411764706,1.0
210,0.9787234042553191,0.9285714285714286,0.7878787878787877,0.9696969696969697
211,0.9844020797227037,0.9268292682926829,0.9189189189189189,1.0
212,0.9898648648648649,0.9523809523809523,0.9333333333333333,1.0
213,0.9736379613356766,0.942528735632184,0.7027027027027026,0.9523809523809523
214,0.9797297297297297,0.8941176470588236,0.9032258064516129,1.0
215,0.9667250437828372,0.8358208955223881,0.8518518518518519,1.0
216,0.9821428571428571,0.9462365591397849,0.8749999999999999,0.923076923076923
217,0.9844020797227037,0.9230769230769231,0.9130434782608695,0.923076923076923
218,0.9715302491103203,0.9199999999999999,0.7894736842105262,1.0
219,0.9826388888888888,0.9148936170212766,0.9032258064516129,0.923076923076923
220,0.9773123909249563,0.8636363636363636,0.9714285714285714,1.0
221,0.9842381786339754,0.9411764705882353,0.8695652173913044,1.0
222,0.9746376811594203,0.9215686274509804,0.8444444444444444,0.9333333333333333
223,0.9818840579710145,0.9130434782608695,0.9230769230769231,0.888888888888889
224,0.972972972972973,0.9108910891089109,0.8421052631578947,1.0
225,0.986013986013986,0.9462365591397849,0.8333333333333334,0.9600000000000001
226,0.9929577464788732,0.9777777777777777,0.9473684210526316,1.0
227,0.983957219251337,0.9278350515463918,0.9230769230769231,0.9411764705882353
228,0.9750889679715303,0.8988764044943819,0.8648648648648648,1.0
229,0.9765765765765766,0.9010989010989011,0.9,1.0
230,0.978021978021978,0.9464285714285714,0.8421052631578948,1.0
231,0.9753521126760564,0.8749999999999999,0.9411764705882353,1.0
232,0.9863481228668943,0.9500000000000001,0.8823529411764706,1.0
233,0.9803220035778175,0.9487179487179489,0.8813559322033898,1.0
234,0.9788732394366197,0.945054945054945,0.7804878048780488,0.8571428571428571
235,0.9875666074600357,0.9574468085106385,0.8823529411764706,0.9565217391304348
236,0.9842381786339754,0.9361702127659575,0.7999999999999999,0.8421052631578948
237,0.9781818181818182,0.9494949494949494,0.8372093023255813,1.0
238,0.9812606473594548,0.9113924050632912,0.8749999999999999,1.0
239,0.9833024118738405,0.9523809523809523,0.9166666666666666,1.0
240,0.9862542955326461,0.9210526315789473,0.9333333333333332,0.9090909090909091
241,0.9917081260364843,0.9444444444444444,0.9333333333333333,0.888888888888889
242,0.9857142857142857,0.96,0.8750000000000001,1.0
243,0.9721254355400697,0.8823529411764706,0.8400000000000001,1.0
244,0.9788732394366197,0.946236559139785,0.7586206896551725,1.0
245,0.9740932642487047,0.8780487804878049,0.8717948717948718,1.0
246,0.9764309764309763,0.8860759493670887,0.8275862068965517,1.0
247,0.988155668358714,0.9523809523809523,0.8648648648648649,0.9565217391304348
248,0.986159169550173,0.9014084507042254,0.972972972972973,1.0
249,0.9843478260869565,0.9523809523809524,0.7999999999999999,0.9
250,0.9817518248175183,0.94,0.8695652173913043,0.9
251,0.9808695652173912,0.9047619047619048,0.9142857142857143,1.0
252,0.9795221843003413,0.8615384615384615,0.9333333333333333,1.0
253,0.985663082437276,0.9213483146067416,0.9714285714285714,1.0
254,0.9893617021276595,0.9318181818181819,0.9655172413793104,0.9696969696969697
255,0.9705882352941176,0.9090909090909092,0.8666666666666665,1.0
256,0.9823321554770318,0.9142857142857143,0.9411764705882353,0.888888888888889
257,0.9816849816849816,0.9230769230769231,0.9473684210526316,1.0
258,0.9764918625678118,0.8932038834951457,0.9473684210526316,1.0
259,0.9893992932862191,0.9565217391304347,0.9411764705882353,1.0
260,0.9770992366412213,0.9401709401709402,0.8571428571428571,1.0
261,0.9855595667870036,0.9230769230769231,0.9803921568627451,1.0
262,0.9752650176678446,0.9090909090909091,0.7999999999999999,0.967741935483871
263,0.9842931937172774,0.9268292682926829,0.9090909090909091,0.9333333333333333
264,0.9812606473594548,0.9130434782608695,0.8,0.8
265,0.984182776801406,0.9135802469135802,0.9583333333333334,1.0
266,0.9813874788494077,0.8656716417910447,0.9268292682926829,0.9333333333333333
267,0.9890909090909091,0.9591836734693877,0.9333333333333332,0.9523809523809523
268,0.9821428571428571,0.9230769230769231,0.9142857142857143,1.0
269,0.9845094664371773,0.9444444444444444,0.8837209302325583,1.0
270,0.9874776386404293,0.9375,0.9696969696969697,1.0
271,0.9914529914529915,0.9846153846153847,0.9166666666666666,1.0
272,0.9823321554770317,0.8947368421052632,0.9583333333333334,1.0
273,0.9878682842287696,0.9662921348314608,0.8666666666666666,1.0
274,0.9893992932862191,0.9512195121951219,0.9523809523809523,1.0
275,0.9838420107719928,0.9397590361445783,0.9047619047619048,1.0
276,0.9699115044247787,0.9056603773584906,0.7647058823529412,0.888888888888889
277,0.9783393501805053,0.9230769230769231,0.8837209302325583,1.0
278,0.9856115107913669,0.925,0.9583333333333334,1.0
279,0.986159169550173,0.9647058823529412,0.8484848484848485,1.0
280,0.9776247848537005,0.8860759493670887,0.8666666666666666,1.0
281,0.985663082437276,0.9387755102040817,0.9090909090909091,0.9600000000000001
282,0.981574539363484,0.9382716049382716,0.8,1.0
283,0.984070796460177,0.909090909090909,0.9142857142857143,0.923076923076923
284,0.9803921568627451,0.9130434782608695,0.9333333333333333,1.0
285,0.9766606822262118,0.9215686274509803,0.8235294117647058,0.9523809523809523
286,0.9822064056939501,0.9565217391304348,0.8695652173913043,1.0
287,0.9812734082397003,0.9361702127659575,0.9019607843137256,0.9714285714285714
288,0.9706959706959706,0.8958333333333333,0.8627450980392156,0.9523809523809523
289,0.9816360601001669,0.9156626506024096,0.8666666666666666,1.0
290,0.9677419354838709,0.9074074074074074,0.8620689655172413,0.9523809523809523
291,0.9894736842105263,0.9411764705882352,0.975609756097561,1.0
292,0.9804618117229129,0.9295774647887325,0.8846153846153846,1.0
293,0.9874326750448833,0.9696969696969697,0.9130434782608696,1.0
294,0.9768270944741533,0.8979591836734694,0.8888888888888888,0.9473684210526316
295,0.980108499095841,0.9361702127659575,0.8421052631578947,0.9655172413793104
296,0.9838420107719928,0.9263157894736843,0.9545454545454545,1.0
297,0.977152899824253,0.9183673469387755,0.8571428571428572,1.0
298,0.976027397260274,0.918918918918919,0.7096774193548387,0.9600000000000001
299,0.9948364888123925,0.9885057471264368,0.9285714285714286,1.0
300,0.982876712328767,0.9333333333333333,0.8695652173913043,1.0
301,0.9837837837837838,0.9176470588235294,0.9268292682926829,0.9696969696969697
302,0.9827586206896552,0.8974358974358975,0.9375,1.0
303,0.9840142095914742,0.9565217391304348,0.8936170212765957,1.0
304,0.9858657243816255,0.968421052631579,0.8275862068965517,1.0
305,0.9781021897810219,0.9400000000000001,0.8928571428571429,1.0
306,0.9694793536804308,0.8817204301075269,0.8636363636363636,1.0
307,0.9850746268656716,0.9380530973451328,0.9767441860465117,1.0
308,0.9834437086092715,0.898550724637681,0.8695652173913044,1.0
309,0.9821428571428571,0.9263157894736843,0.9090909090909091,1.0
310,0.9828178694158075,0.9230769230769231,0.88,1.0
311,0.9719298245614035,0.8947368421052632,0.8181818181818181,1.0
312,0.9792387543252595,0.9158878504672898,0.8695652173913044,1.0
313,0.9753521126760565,0.8705882352941177,0.9189189189189189,1.0
314,0.975,0.9113924050632911,0.8333333333333333,0.962962962962963
315,0.9757785467128027,0.8764044943820225,0.896551724137931,1.0
316,0.9775474956822107,0.875,0.8947368421052632,0.9411764705882353
317,0.9780775716694773,0.9090909090909091,0.7878787878787877,0.9090909090909091
318,0.9854545454545455,0.9600000000000001,0.8387096774193549,0.9696969696969697
319,0.979020979020979,0.8974358974358975,0.9090909090909091,1.0
320,0.972027972027972,0.875,0.875,1.0
321,0.9862542955326461,0.9428571428571428,0.8648648648648648,0.9600000000000001
322,0.9712351945854483,0.8450704225352113,0.8,0.9411764705882353
323,0.9863945578231292,0.9473684210526315,0.8571428571428571,1.0
324,0.989247311827957,0.9787234042553191,0.888888888888889,1.0
325,0.9876106194690265,0.9400000000000001,0.9166666666666666,0.9600000000000001
326,0.9742647058823529,0.9038461538461539,0.8749999999999999,0.888888888888889
327,0.9826989619377162,0.9263157894736843,0.8571428571428571,0.923076923076923
328,0.9847198641765705,0.8732394366197184,1.0,1.0
329,0.9818840579710145,0.9600000000000001,0.8372093023255814,0.9473684210526316
330,0.9737302977232924,0.896551724137931,0.8571428571428572,1.0
331,0.9908592321755026,0.99009900990099,0.888888888888889,0.9523809523809523
332,0.972875226039783,0.9345794392523364,0.7894736842105263,1.0
333,0.9683098591549296,0.8712871287128713,0.761904761904762,1.0
334,0.976234003656307,0.9320388349514563,0.8571428571428572,0.9333333333333333
